CustomerID,Recency,Frequency,Monetary,r_score,f_score,m_score,RFM_score,segment,important
12631,57,1,640.5,3,1,3,313,Potential Loyalist,9
13318,1,3,640.76,5,1,3,513,Potential Loyalist,9
13417,5,2,640.83,5,1,3,513,Potential Loyalist,9
12624,106,2,641.13,2,1,3,213,Customers Needing Attention,6
12365,291,2,641.38,1,1,3,113,At Risk,4
17046,157,1,642.02,2,1,3,213,Customers Needing Attention,6
17779,21,3,642.17,4,1,3,413,Potential Loyalist,9
15384,170,2,642.41,2,1,3,213,Customers Needing Attention,6
13034,55,2,642.77,3,1,3,313,Potential Loyalist,9
14020,17,2,642.8,4,1,3,413,Potential Loyalist,9
16431,213,3,642.81,1,1,3,113,At Risk,4
12612,74,1,643.59,2,1,3,213,Customers Needing Attention,6
14126,8,3,643.63,5,1,3,513,Potential Loyalist,9
16157,16,3,644.24,4,1,3,413,Potential Loyalist,9
17312,139,3,644.3,2,1,3,213,Customers Needing Attention,6
14855,119,2,645.65,2,1,3,213,Customers Needing Attention,6
17545,43,3,645.96,3,1,3,313,Potential Loyalist,9
15651,37,3,646.3,3,1,3,313,Potential Loyalist,9
12589,29,2,646.68,4,1,3,413,Potential Loyalist,9
17373,40,4,646.92,3,2,3,323,Potential Loyalist,9
15643,192,3,647.4,1,1,3,113,At Risk,4
16554,42,3,648.35,3,1,3,313,Potential Loyalist,9
16573,85,2,648.41,2,1,3,213,Customers Needing Attention,6
16969,39,3,650.41,3,1,3,313,Potential Loyalist,9
16469,24,4,650.43,4,2,3,423,Potential Loyalist,9
15571,12,4,650.43,5,2,3,523,Potential Loyalist,9
16734,52,3,650.51,3,1,3,313,Potential Loyalist,9
13430,19,2,652.07,4,1,3,413,Potential Loyalist,9
17523,11,4,652.74,5,2,3,523,Potential Loyalist,9
14548,151,2,652.8,2,1,3,213,Customers Needing Attention,6
14044,27,4,652.82,4,2,3,423,Potential Loyalist,9
16014,38,3,653.13,3,1,3,313,Potential Loyalist,9
15205,85,2,653.24,2,1,3,213,Customers Needing Attention,6
18151,135,2,653.35,2,1,3,213,Customers Needing Attention,6
17398,115,3,653.38,2,1,3,213,Customers Needing Attention,6
14651,67,2,654.6,3,1,3,313,Potential Loyalist,9
16444,46,4,654.67,3,2,3,323,Potential Loyalist,9
16774,68,4,654.92,3,2,3,323,Potential Loyalist,9
14894,85,1,655.75,2,1,3,213,Customers Needing Attention,6
16127,39,1,656.25,3,1,3,313,Potential Loyalist,9
15197,11,3,656.44,5,1,3,513,Potential Loyalist,9
16708,46,1,656.63,3,1,3,313,Potential Loyalist,9
13049,64,2,656.68,3,1,3,313,Potential Loyalist,9
15215,47,3,656.79,3,1,3,313,Potential Loyalist,9
15677,49,1,657.23,3,1,3,313,Potential Loyalist,9
12616,95,2,657.25,2,1,3,213,Customers Needing Attention,6
17459,43,2,657.3,3,1,3,313,Potential Loyalist,9
14818,74,3,657.8,2,1,3,213,Customers Needing Attention,6
12577,35,3,657.8,3,1,3,313,Potential Loyalist,9
16696,135,4,657.9,2,2,3,223,Customers Needing Attention,6
17874,185,6,658.26,1,3,3,133,At Risk,4
14150,36,2,658.64,3,1,3,313,Potential Loyalist,9
16357,33,3,658.88,3,1,3,313,Potential Loyalist,9
13759,33,2,659.41,3,1,3,313,Potential Loyalist,9
13518,86,1,659.44,2,1,3,213,Customers Needing Attention,6
15492,28,2,659.46,4,1,3,413,Potential Loyalist,9
13028,23,2,659.68,4,1,3,413,Potential Loyalist,9
14603,275,1,660.0,1,1,3,113,At Risk,4
14451,60,2,662.59,3,1,3,313,Potential Loyalist,9
17462,60,2,662.94,3,1,3,313,Potential Loyalist,9
14198,18,4,663.5,4,2,3,423,Potential Loyalist,9
17423,46,2,663.63,3,1,3,313,Potential Loyalist,9
13240,96,4,663.65,2,2,3,223,Customers Needing Attention,6
14720,6,3,663.81,5,1,3,513,Potential Loyalist,9
15700,172,2,664.03,2,1,3,213,Customers Needing Attention,6
16208,45,2,664.26,3,1,3,313,Potential Loyalist,9
13963,308,4,664.54,1,2,3,123,At Risk,4
16056,45,1,664.85,3,1,3,313,Potential Loyalist,9
17105,159,2,665.78,2,1,3,213,Customers Needing Attention,6
17777,25,3,665.86,4,1,3,413,Potential Loyalist,9
13741,72,3,666.33,2,1,3,213,Customers Needing Attention,6
15400,92,5,666.7,2,3,3,233,Loyal Customers,10
16268,71,2,667.65,3,1,3,313,Potential Loyalist,9
18022,36,1,668.11,3,1,3,313,Potential Loyalist,9
15031,4,4,668.14,5,2,3,523,Potential Loyalist,9
16383,75,2,668.36,2,1,3,213,Customers Needing Attention,6
12418,113,1,668.58,2,1,3,213,Customers Needing Attention,6
14643,170,2,668.61,2,1,3,213,Customers Needing Attention,6
17299,12,4,669.11,5,2,3,523,Potential Loyalist,9
15951,9,2,669.57,5,1,3,513,Potential Loyalist,9
12638,33,1,671.69,3,1,3,313,Potential Loyalist,9
17883,3,4,671.77,5,2,3,523,Potential Loyalist,9
14628,91,2,671.96,2,1,3,213,Customers Needing Attention,6
18121,149,2,673.1,2,1,3,213,Customers Needing Attention,6
14504,47,4,673.26,3,2,3,323,Potential Loyalist,9
13951,176,3,674.45,2,1,3,213,Customers Needing Attention,6
17749,178,2,674.52,2,1,3,213,Customers Needing Attention,6
13464,58,1,674.68,3,1,3,313,Potential Loyalist,9
16449,198,2,674.69,1,1,3,113,At Risk,4
13355,122,1,674.7,2,1,3,213,Customers Needing Attention,6
16418,45,3,675.27,3,1,3,313,Potential Loyalist,9
13325,82,1,675.3,2,1,3,213,Customers Needing Attention,6
15626,75,2,675.8,2,1,3,213,Customers Needing Attention,6
16377,267,1,676.2,1,1,3,113,At Risk,4
13040,9,2,676.99,5,1,3,513,Potential Loyalist,9
15669,40,4,677.69,3,2,3,323,Potential Loyalist,9
13607,40,1,678.01,3,1,3,313,Potential Loyalist,9
14788,7,2,679.44,5,1,3,513,Potential Loyalist,9
16642,5,2,679.83,5,1,3,513,Potential Loyalist,9
16872,77,3,680.02,2,1,3,213,Customers Needing Attention,6
13524,41,5,680.18,3,3,3,333,Loyal Customers,10
15304,61,8,680.3,3,4,3,343,Loyal Customers,10
13238,17,4,680.83,4,2,3,423,Potential Loyalist,9
12478,4,1,680.99,5,1,3,513,Potential Loyalist,9
12410,309,2,681.08,1,1,3,113,At Risk,4
16212,19,2,681.19,4,1,3,413,Potential Loyalist,9
18135,29,5,681.91,4,3,3,433,Loyal Customers,10
14356,80,2,682.24,2,1,3,213,Customers Needing Attention,6
13548,96,2,682.41,2,1,3,213,Customers Needing Attention,6
15582,25,3,682.91,4,1,3,413,Potential Loyalist,9
12838,34,2,683.13,3,1,3,313,Potential Loyalist,9
14222,177,1,683.17,2,1,3,213,Customers Needing Attention,6
12942,131,3,683.9,2,1,3,213,Customers Needing Attention,6
16495,3,3,684.41,5,1,3,513,Potential Loyalist,9
16122,73,4,684.42,2,2,3,223,Customers Needing Attention,6
14959,64,4,684.97,3,2,3,323,Potential Loyalist,9
14009,198,2,685.93,1,1,3,113,At Risk,4
12658,19,1,686.05,4,1,3,413,Potential Loyalist,9
16309,106,2,686.67,2,1,3,213,Customers Needing Attention,6
14201,60,7,688.04,3,4,3,343,Loyal Customers,10
15038,59,6,688.09,3,3,3,333,Loyal Customers,10
14111,14,4,688.6,4,2,3,423,Potential Loyalist,9
13799,117,2,688.86,2,1,3,213,Customers Needing Attention,6
17502,9,4,689.1,5,2,3,523,Potential Loyalist,9
18196,95,2,689.13,2,1,3,213,Customers Needing Attention,6
15181,66,3,689.48,3,1,3,313,Potential Loyalist,9
14829,29,4,689.65,4,2,3,423,Potential Loyalist,9
13023,64,2,689.9,3,1,3,313,Potential Loyalist,9
18085,330,2,689.95,1,1,3,113,At Risk,4
16015,4,3,690.54,5,1,3,513,Potential Loyalist,9
13838,6,4,691.73,5,2,3,523,Potential Loyalist,9
17733,39,2,692.19,3,1,3,313,Potential Loyalist,9
17198,24,3,692.22,4,1,3,413,Potential Loyalist,9
13601,45,2,693.32,3,1,3,313,Potential Loyalist,9
12925,5,2,694.05,5,1,3,513,Potential Loyalist,9
12413,67,3,694.15,3,1,3,313,Potential Loyalist,9
17397,22,2,696.41,4,1,3,413,Potential Loyalist,9
13596,6,2,697.04,5,1,3,513,Potential Loyalist,9
15053,5,3,697.79,5,1,3,513,Potential Loyalist,9
17796,40,4,697.9,3,2,3,323,Potential Loyalist,9
13258,12,3,698.58,5,1,3,513,Potential Loyalist,9
15800,107,2,699.08,2,1,3,213,Customers Needing Attention,6
17734,54,3,700.63,3,1,3,313,Potential Loyalist,9
17321,8,2,700.86,5,1,3,513,Potential Loyalist,9
16997,288,3,702.0,1,1,3,113,At Risk,4
15574,178,4,702.25,2,2,3,223,Customers Needing Attention,6
16730,52,3,702.79,3,1,3,313,Potential Loyalist,9
15103,31,2,703.36,4,1,3,413,Potential Loyalist,9
18082,26,1,703.37,4,1,3,413,Potential Loyalist,9
12883,25,4,703.47,4,2,3,423,Potential Loyalist,9
17934,52,2,704.25,3,1,3,313,Potential Loyalist,9
16882,67,3,705.12,3,1,3,313,Potential Loyalist,9
14880,77,3,706.19,2,1,3,213,Customers Needing Attention,6
17526,5,4,706.7,5,2,3,523,Potential Loyalist,9
16364,12,2,707.04,5,1,3,513,Potential Loyalist,9
12453,134,1,707.09,2,1,3,213,Customers Needing Attention,6
16140,66,2,708.18,3,1,3,313,Potential Loyalist,9
12427,22,3,708.37,4,1,3,413,Potential Loyalist,9
16136,60,3,709.38,3,1,3,313,Potential Loyalist,9
14127,123,3,709.71,2,1,3,213,Customers Needing Attention,6
14867,186,3,710.28,1,1,3,113,At Risk,4
17472,191,3,710.29,1,1,3,113,At Risk,4
13249,92,3,711.41,2,1,3,213,Customers Needing Attention,6
12781,64,2,711.72,3,1,3,313,Potential Loyalist,9
17179,178,3,711.79,2,1,3,213,Customers Needing Attention,6
13705,8,3,711.86,5,1,3,513,Potential Loyalist,9
16362,32,5,712.02,4,3,3,433,Loyal Customers,10
15855,137,5,712.24,2,3,3,233,Loyal Customers,10
17642,120,2,712.29,2,1,3,213,Customers Needing Attention,6
13416,44,2,712.5,3,1,3,313,Potential Loyalist,9
17761,33,1,712.78,3,1,3,313,Potential Loyalist,9
13147,10,4,712.8,5,2,3,523,Potential Loyalist,9
13169,64,2,712.88,3,1,3,313,Potential Loyalist,9
15757,66,2,714.42,3,1,3,313,Potential Loyalist,9
15330,32,2,714.96,4,1,3,413,Potential Loyalist,9
17029,111,2,716.0,2,1,3,213,Customers Needing Attention,6
12535,92,2,716.35,2,1,3,213,Customers Needing Attention,6
15274,4,2,716.57,5,1,3,513,Potential Loyalist,9
17884,4,4,717.45,5,2,3,523,Potential Loyalist,9
14725,25,1,718.08,4,1,3,413,Potential Loyalist,9
14179,41,2,719.78,3,1,3,313,Potential Loyalist,9
16023,46,3,719.81,3,1,3,313,Potential Loyalist,9
18062,173,3,720.52,2,1,3,213,Customers Needing Attention,6
13370,372,1,721.32,1,1,3,113,At Risk,4
15272,57,2,721.94,3,1,3,313,Potential Loyalist,9
14869,9,2,721.95,5,1,3,513,Potential Loyalist,9
17521,30,3,721.96,4,1,3,413,Potential Loyalist,9
15561,12,4,722.74,5,2,3,523,Potential Loyalist,9
12475,54,1,723.38,3,1,3,313,Potential Loyalist,9
12468,188,2,724.04,1,1,3,113,At Risk,4
15636,90,2,724.76,2,1,3,213,Customers Needing Attention,6
12723,4,5,725.07,5,3,3,533,Loyal Customers,10
15584,24,4,725.11,4,2,3,423,Potential Loyalist,9
14055,106,1,725.64,2,1,3,213,Customers Needing Attention,6
13236,25,2,727.27,4,1,3,413,Potential Loyalist,9
17666,4,2,728.16,5,1,3,513,Potential Loyalist,9
13950,11,4,728.56,5,2,3,523,Potential Loyalist,9
13077,1,4,729.27,5,2,3,523,Potential Loyalist,9
13736,5,2,730.2,5,1,3,513,Potential Loyalist,9
18035,36,3,730.4,3,1,3,313,Potential Loyalist,9
14778,127,2,730.86,2,1,3,213,Customers Needing Attention,6
16491,47,1,731.5,3,1,3,313,Potential Loyalist,9
16099,50,3,731.9,3,1,3,313,Potential Loyalist,9
13575,23,5,732.07,4,3,3,433,Loyal Customers,10
17812,13,4,732.16,5,2,3,523,Potential Loyalist,9
16256,267,1,732.63,1,1,3,113,At Risk,4
17692,127,4,733.44,2,2,3,223,Customers Needing Attention,6
12465,17,2,733.89,4,1,3,413,Potential Loyalist,9
16146,157,3,734.13,2,1,3,213,Customers Needing Attention,6
17034,16,3,734.57,4,1,3,413,Potential Loyalist,9
18156,13,2,734.94,4,1,3,413,Potential Loyalist,9
17979,36,4,737.81,3,2,3,323,Potential Loyalist,9
13623,31,5,737.83,4,3,3,433,Loyal Customers,10
12976,212,1,738.6,1,1,3,113,At Risk,4
14756,15,1,738.96,4,1,3,413,Potential Loyalist,9
12603,22,1,739.2,4,1,3,413,Potential Loyalist,9
16924,21,3,739.5,4,1,3,413,Potential Loyalist,9
13329,32,2,740.4,4,1,3,413,Potential Loyalist,9
15252,36,2,740.78,3,1,3,313,Potential Loyalist,9
17974,25,3,740.79,4,1,3,413,Potential Loyalist,9
13900,183,3,740.95,1,1,3,113,At Risk,4
13753,288,1,741.26,1,1,3,113,At Risk,4
12374,25,1,742.93,4,1,3,413,Potential Loyalist,9
13354,71,1,743.53,3,1,3,313,Potential Loyalist,9
16770,58,5,744.9,3,3,3,333,Loyal Customers,10
14790,17,4,745.06,4,2,3,423,Potential Loyalist,9
14050,32,2,746.36,4,1,3,413,Potential Loyalist,9
16261,17,4,746.83,4,2,3,423,Potential Loyalist,9
15618,33,4,747.03,3,2,3,323,Potential Loyalist,9
17114,6,8,747.22,5,4,3,543,Loyal Customers,10
15656,45,4,748.5,3,2,3,323,Potential Loyalist,9
15074,105,1,748.87,2,1,3,213,Customers Needing Attention,6
14923,51,1,749.1,3,1,3,313,Potential Loyalist,9
17146,106,3,749.78,2,1,3,213,Customers Needing Attention,6
12908,176,2,750.0,2,1,3,213,Customers Needing Attention,6
13730,136,2,752.6,2,1,3,213,Customers Needing Attention,6
18104,37,1,754.64,3,1,3,313,Potential Loyalist,9
14883,19,6,756.64,4,3,3,433,Loyal Customers,10
17461,23,3,757.46,4,1,3,413,Potential Loyalist,9
15568,3,3,758.29,5,1,3,513,Potential Loyalist,9
16036,87,2,758.92,2,1,3,213,Customers Needing Attention,6
17425,19,2,759.17,4,1,3,413,Potential Loyalist,9
15066,53,1,760.59,3,1,3,313,Potential Loyalist,9
14412,43,2,761.33,3,1,3,313,Potential Loyalist,9
16205,31,4,761.38,4,2,3,423,Potential Loyalist,9
15599,27,2,761.74,4,1,3,413,Potential Loyalist,9
18136,63,3,761.83,3,1,3,313,Potential Loyalist,9
16470,52,4,762.39,3,2,3,323,Potential Loyalist,9
17466,10,2,763.28,5,1,3,513,Potential Loyalist,9
17268,108,4,763.64,2,2,3,223,Customers Needing Attention,6
15239,10,2,764.34,5,1,3,513,Potential Loyalist,9
14885,132,1,765.32,2,1,3,213,Customers Needing Attention,6
17695,132,2,765.34,2,1,3,213,Customers Needing Attention,6
14672,235,2,765.55,1,1,3,113,At Risk,4
14550,11,2,765.62,5,1,3,513,Potential Loyalist,9
14976,57,7,765.86,3,4,3,343,Loyal Customers,10
13109,60,2,766.84,3,1,3,313,Potential Loyalist,9
17516,15,5,768.08,4,3,3,433,Loyal Customers,10
13356,80,1,768.24,2,1,3,213,Customers Needing Attention,6
18228,57,2,769.2,3,1,3,313,Potential Loyalist,9
16480,76,1,769.29,2,1,3,213,Customers Needing Attention,6
12628,4,3,769.61,5,1,3,513,Potential Loyalist,9
14662,29,4,771.17,4,2,3,423,Potential Loyalist,9
17409,185,2,771.85,1,1,3,113,At Risk,4
12965,89,1,771.91,2,1,3,213,Customers Needing Attention,6
16759,8,3,772.84,5,1,3,513,Potential Loyalist,9
13375,89,1,772.9,2,1,3,213,Customers Needing Attention,6
15075,78,1,773.03,2,1,3,213,Customers Needing Attention,6
16043,38,4,773.99,3,2,3,323,Potential Loyalist,9
15414,10,3,774.9,5,1,3,513,Potential Loyalist,9
16725,302,7,775.07,1,4,3,143,At Risk,4
16825,39,2,775.18,3,1,3,313,Potential Loyalist,9
14234,22,4,775.46,4,2,3,423,Potential Loyalist,9
13341,261,1,775.85,1,1,3,113,At Risk,4
15353,255,2,777.02,1,1,3,113,At Risk,4
12425,78,1,777.2,2,1,3,213,Customers Needing Attention,6
13563,84,2,777.53,2,1,3,213,Customers Needing Attention,6
16505,32,1,777.6,4,1,3,413,Potential Loyalist,9
17414,44,2,778.0,3,1,3,313,Potential Loyalist,9
14815,37,2,778.5,3,1,3,313,Potential Loyalist,9
17411,12,3,778.94,5,1,3,513,Potential Loyalist,9
16092,115,3,779.36,2,1,3,213,Customers Needing Attention,6
12735,315,2,779.57,1,1,3,113,At Risk,4
17180,56,4,780.38,3,2,3,323,Potential Loyalist,9
17797,22,3,780.43,4,1,3,413,Potential Loyalist,9
14644,68,2,780.46,3,1,3,313,Potential Loyalist,9
13212,20,3,780.58,4,1,3,413,Potential Loyalist,9
13583,156,1,781.03,2,1,3,213,Customers Needing Attention,6
15679,24,4,781.28,4,2,3,423,Potential Loyalist,9
13884,7,5,781.3,5,3,3,533,Loyal Customers,10
17341,157,3,781.36,2,1,3,213,Customers Needing Attention,6
17006,5,4,781.78,5,2,3,523,Potential Loyalist,9
18248,123,2,783.02,2,1,3,213,Customers Needing Attention,6
16054,145,1,783.9,2,1,3,213,Customers Needing Attention,6
17387,20,2,784.11,4,1,3,413,Potential Loyalist,9
15743,16,4,784.46,4,2,3,423,Potential Loyalist,9
15806,46,3,784.58,3,1,3,313,Potential Loyalist,9
16546,291,2,787.15,1,1,3,113,At Risk,4
13323,3,5,787.85,5,3,3,533,Loyal Customers,10
13016,73,3,789.89,2,1,3,213,Customers Needing Attention,6
13167,19,4,791.33,4,2,3,423,Potential Loyalist,9
15990,44,2,792.11,3,1,3,313,Potential Loyalist,9
12434,85,2,792.94,2,1,3,213,Customers Needing Attention,6
15533,19,3,793.72,4,1,3,413,Potential Loyalist,9
13336,77,1,795.12,2,1,3,213,Customers Needing Attention,6
12701,80,2,797.71,2,1,3,213,Customers Needing Attention,6
13389,11,3,797.96,5,1,3,513,Potential Loyalist,9
16438,6,5,798.35,5,3,3,533,Loyal Customers,10
17703,35,3,798.74,3,1,3,313,Potential Loyalist,9
13030,11,2,799.48,5,1,3,513,Potential Loyalist,9
13720,117,4,799.9,2,2,3,223,Customers Needing Attention,6
17905,71,4,800.24,3,2,3,323,Potential Loyalist,9
16806,103,4,801.49,2,2,3,223,Customers Needing Attention,6
18265,72,2,801.51,2,1,3,213,Customers Needing Attention,6
15831,58,3,801.76,3,1,3,313,Potential Loyalist,9
16164,17,3,802.53,4,1,3,413,Potential Loyalist,9
13929,169,2,802.85,2,1,3,213,Customers Needing Attention,6
12422,96,3,803.56,2,1,3,213,Customers Needing Attention,6
12778,20,6,804.23,4,3,3,433,Loyal Customers,10
16367,37,2,804.49,3,1,3,313,Potential Loyalist,9
16869,23,4,805.62,4,2,3,423,Potential Loyalist,9
13707,267,2,806.41,1,1,3,113,At Risk,4
15952,34,4,806.57,3,2,3,323,Potential Loyalist,9
17115,8,3,806.9,5,1,3,513,Potential Loyalist,9
12421,16,4,807.04,4,2,3,423,Potential Loyalist,9
16891,2,5,809.7,5,3,3,533,Loyal Customers,10
14475,72,3,809.77,2,1,3,213,Customers Needing Attention,6
16660,16,4,810.45,4,2,3,423,Potential Loyalist,9
13637,52,3,810.5,3,1,3,313,Potential Loyalist,9
16624,81,2,810.57,2,1,3,213,Customers Needing Attention,6
16276,177,1,810.6,2,1,3,213,Customers Needing Attention,6
15525,2,3,811.02,5,1,3,513,Potential Loyalist,9
17980,166,3,811.45,2,1,3,213,Customers Needing Attention,6
15644,166,4,813.0,2,2,3,223,Customers Needing Attention,6
14421,57,2,813.11,3,1,3,313,Potential Loyalist,9
16621,52,4,813.48,3,2,3,323,Potential Loyalist,9
16600,4,6,813.52,5,3,3,533,Loyal Customers,10
17075,18,4,813.77,4,2,3,423,Potential Loyalist,9
18064,133,2,814.0,2,1,3,213,Customers Needing Attention,6
16460,28,3,814.72,4,1,3,413,Potential Loyalist,9
13280,122,3,814.86,2,1,3,213,Customers Needing Attention,6
14499,26,3,815.32,4,1,3,413,Potential Loyalist,9
15399,1,3,815.77,5,1,3,513,Potential Loyalist,9
15649,336,2,816.0,1,1,3,113,At Risk,4
16108,85,1,816.1,2,1,3,213,Customers Needing Attention,6
16560,27,2,816.51,4,1,3,413,Potential Loyalist,9
16943,212,3,816.73,1,1,3,113,At Risk,4
17169,58,2,816.88,3,1,3,313,Potential Loyalist,9
17764,51,2,818.82,3,1,3,313,Potential Loyalist,9
13220,78,4,819.29,2,2,3,223,Customers Needing Attention,6
13893,298,1,821.1,1,1,3,113,At Risk,4
14231,184,3,822.06,1,1,3,113,At Risk,4
16284,31,2,823.97,4,1,3,413,Potential Loyalist,9
17921,64,4,826.52,3,2,3,323,Potential Loyalist,9
16494,297,1,826.53,1,1,3,113,At Risk,4
12461,94,2,826.88,2,1,3,213,Customers Needing Attention,6
16747,38,2,826.96,3,1,3,313,Potential Loyalist,9
13681,18,4,827.83,4,2,3,423,Potential Loyalist,9
12693,127,4,830.96,2,2,3,223,Customers Needing Attention,6
15862,8,4,832.88,5,2,3,523,Potential Loyalist,9
16644,178,2,833.78,2,1,3,213,Customers Needing Attention,6
17929,11,4,834.5,5,2,3,523,Potential Loyalist,9
13835,25,4,834.57,4,2,3,423,Potential Loyalist,9
17759,17,3,834.99,4,1,3,413,Potential Loyalist,9
12728,71,4,836.33,3,2,3,323,Potential Loyalist,9
15832,254,1,836.79,1,1,3,113,At Risk,4
14657,18,4,838.27,4,2,3,423,Potential Loyalist,9
13940,17,4,839.14,4,2,3,423,Potential Loyalist,9
17076,36,3,841.08,3,1,3,313,Potential Loyalist,9
14862,26,2,841.2,4,1,3,413,Potential Loyalist,9
12878,236,2,841.64,1,1,3,113,At Risk,4
15164,69,3,843.05,3,1,3,313,Potential Loyalist,9
17624,15,2,843.48,4,1,3,413,Potential Loyalist,9
14803,162,3,845.55,2,1,3,213,Customers Needing Attention,6
15965,17,4,845.64,4,2,3,423,Potential Loyalist,9
16222,318,1,846.72,1,1,3,113,At Risk,4
13221,240,2,847.41,1,1,3,113,At Risk,4
12713,1,1,848.55,5,1,3,513,Potential Loyalist,9
17027,79,6,848.59,2,3,3,233,Loyal Customers,10
12379,82,2,850.29,2,1,3,213,Customers Needing Attention,6
13991,12,6,850.63,5,3,3,533,Loyal Customers,10
16020,17,3,851.01,4,1,3,413,Potential Loyalist,9
16070,22,2,852.15,4,1,3,413,Potential Loyalist,9
14193,68,2,853.39,3,1,3,313,Potential Loyalist,9
13846,25,3,853.46,4,1,3,413,Potential Loyalist,9
16877,12,6,853.72,5,3,3,533,Loyal Customers,10
17560,95,5,854.95,2,3,3,233,Loyal Customers,10
16037,270,3,855.02,1,1,3,113,At Risk,4
16235,41,5,858.41,3,3,3,333,Loyal Customers,10
14553,19,5,859.27,4,3,3,433,Loyal Customers,10
17064,59,3,859.35,3,1,3,313,Potential Loyalist,9
14577,13,4,859.71,5,2,3,523,Potential Loyalist,9
13339,201,1,860.12,1,1,3,113,At Risk,4
12794,53,2,860.41,3,1,3,313,Potential Loyalist,9
17649,138,1,861.74,2,1,3,213,Customers Needing Attention,6
16266,74,7,861.89,2,4,3,243,Loyal Customers,10
12680,1,4,862.81,5,2,3,523,Potential Loyalist,9
17048,118,3,864.32,2,1,3,213,Customers Needing Attention,6
16221,37,3,864.86,3,1,3,313,Potential Loyalist,9
16567,194,2,865.6,1,1,3,113,At Risk,4
14332,23,3,866.31,4,1,3,413,Potential Loyalist,9
16121,57,2,867.11,3,1,3,313,Potential Loyalist,9
14715,25,4,867.38,4,2,3,423,Potential Loyalist,9
15208,1,5,867.62,5,3,3,533,Loyal Customers,10
16801,163,4,867.83,2,2,3,223,Customers Needing Attention,6
14912,17,2,867.85,4,1,3,413,Potential Loyalist,9
14623,32,5,869.35,4,3,3,433,Loyal Customers,10
13203,10,4,869.46,5,2,3,523,Potential Loyalist,9
12694,70,2,869.67,3,1,3,313,Potential Loyalist,9
17109,29,6,869.68,4,3,3,433,Loyal Customers,10
13979,73,1,869.87,2,1,3,213,Customers Needing Attention,6
13200,19,4,870.09,4,2,3,423,Potential Loyalist,9
12847,22,1,871.54,4,1,3,413,Potential Loyalist,9
13294,190,2,873.74,1,1,3,113,At Risk,4
16513,5,4,874.59,5,2,3,523,Potential Loyalist,9
13566,41,2,874.71,3,1,3,313,Potential Loyalist,9
14770,232,2,876.42,1,1,3,113,At Risk,4
17007,51,6,877.43,3,3,3,333,Loyal Customers,10
15653,93,2,877.44,2,1,3,213,Customers Needing Attention,6
12940,55,2,877.54,3,1,3,313,Potential Loyalist,9
14141,3,4,880.28,5,2,3,523,Potential Loyalist,9
15076,173,1,880.85,2,1,3,213,Customers Needing Attention,6
13037,138,3,881.07,2,1,3,213,Customers Needing Attention,6
13662,86,3,881.16,2,1,3,213,Customers Needing Attention,6
18236,30,6,882.24,4,3,3,433,Loyal Customers,10
14359,19,3,882.58,4,1,3,413,Potential Loyalist,9
14597,11,2,883.15,5,1,3,513,Potential Loyalist,9
15799,76,3,884.14,2,1,3,213,Customers Needing Attention,6
17704,169,2,885.19,2,1,3,213,Customers Needing Attention,6
15822,3,2,885.47,5,1,3,513,Potential Loyalist,9
14625,196,2,886.13,1,1,3,113,At Risk,4
16900,17,3,887.11,4,1,3,413,Potential Loyalist,9
16347,11,2,887.65,5,1,3,513,Potential Loyalist,9
17527,54,4,888.86,3,2,3,323,Potential Loyalist,9
17829,299,1,889.24,1,1,3,113,At Risk,4
14344,127,8,889.93,2,4,3,243,Loyal Customers,10
14240,30,2,890.34,4,1,3,413,Potential Loyalist,9
13035,74,2,890.83,2,1,3,213,Customers Needing Attention,6
15255,67,1,890.85,3,1,3,313,Potential Loyalist,9
13515,73,4,891.12,2,2,3,223,Customers Needing Attention,6
12772,60,1,892.47,3,1,3,313,Potential Loyalist,9
15211,60,2,894.41,3,1,3,313,Potential Loyalist,9
15865,41,3,895.13,3,1,3,313,Potential Loyalist,9
15079,213,4,895.61,1,2,3,123,At Risk,4
18194,82,1,896.0,2,1,3,213,Customers Needing Attention,6
16361,10,4,896.66,5,2,3,523,Potential Loyalist,9
17537,30,2,897.62,4,1,3,413,Potential Loyalist,9
17886,32,3,899.61,4,1,3,413,Potential Loyalist,9
17848,81,9,901.2,2,4,3,243,Loyal Customers,10
17566,8,2,901.21,5,1,3,513,Potential Loyalist,9
12994,4,3,902.22,5,1,3,513,Potential Loyalist,9
15807,50,3,903.9,3,1,3,313,Potential Loyalist,9
12722,85,4,904.33,2,2,3,223,Customers Needing Attention,6
14081,302,2,904.67,1,1,3,113,At Risk,4
15022,12,4,905.04,5,2,3,523,Potential Loyalist,9
15480,116,1,905.5,2,1,3,213,Customers Needing Attention,6
14449,19,4,907.1,4,2,3,423,Potential Loyalist,9
16584,80,2,908.03,2,1,3,213,Customers Needing Attention,6
13038,80,3,908.46,2,1,3,213,Customers Needing Attention,6
17323,15,7,908.99,4,4,3,443,Loyal Customers,10
15511,12,5,909.23,5,3,3,533,Loyal Customers,10
13689,63,1,910.0,3,1,3,313,Potential Loyalist,9
13350,16,2,910.72,4,1,3,413,Potential Loyalist,9
18096,12,3,911.15,5,1,3,513,Potential Loyalist,9
14289,9,6,911.26,5,3,3,533,Loyal Customers,10
16714,219,3,911.53,1,1,3,113,At Risk,4
13192,95,2,911.94,2,1,3,213,Customers Needing Attention,6
13782,13,6,912.0,5,3,3,533,Loyal Customers,10
